Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YIL139C	REV7	IX	87979	88716	-	0
YIL140W	AXL2	IX	85291	87837	+	25
YIL142W	CCT2	IX	83302	84885	+	0
YIL143C	SSL2	IX	80510	83044	-	1
YIL144W	NDC80	IX	78074	80149	+	0
YIL145C	PAN6	IX	76354	77292	-	3
YIL147C	SLN1	IX	69791	73459	-	2
YIL148W	RPL40A	IX	68708	69528	+	0
YIL150C	MCM10	IX	61013	62758	-	10
YIL151C	ESL1	IX	57338	60724	-	10
YIL152W	YIL152W	IX	56545	57252	+	0
YIL153W	RRD1	IX	55186	56379	+	4
YIL154C	IMP2a	IX	53981	55021	-	0
YIL155C	GUT2	IX	51759	53708	-	0
YIL156W	UBP7	IX	48091	51306	+	0
YIL156W-B	YIL156W-B	IX	47690	47973	+	0
YIL157C	COA1	IX	46949	47542	-	0
YIL158W	AIM20	IX	46195	46815	+	2
YIL159W	BNR1	IX	41807	45952	+	6
YIL160C	POT1	IX	40191	41453	-	3
YIL161W	YIL161W	IX	39424	40140	+	3
YIL162W	SUC2	IX	37376	38983	+	3
YIL163C	YIL163C	IX	36899	37264	-	4
YIL164C	NIT1	IX	34087	34686	-	0
YIL166C	YIL166C	IX	30938	32593	-	9
YIL169C	CSS1	IX	23119	26106	-	0
YIR001C	SGN1	IX	356143	356934	-	13
YIR002C	MPH1	IX	357415	360399	-	1
YIR003W	AIM21	IX	360885	362924	+	0
YIR005W	IST3	IX	364856	365335	+	11
YIR006C	PAN1	IX	365466	369914	-	2
YIR008C	PRI1	IX	373077	374360	-	18
YIR009W	MSL1	IX	374525	374860	+	0
YIR010W	DSN1	IX	375431	377161	+	0
YIR011C	STS1	IX	377287	378249	-	1
YIR012W	SQT1	IX	378486	379781	+	0
YIR013C	GAT4	IX	380019	380384	-	0
YIR014W	YIR014W	IX	381086	381814	+	0
YIR015W	RPR2	IX	381948	382382	+	0
YIR016W	YIR016W	IX	382541	383425	+	29
YIR018W	YAP5	IX	384600	385346	+	3
YIR021W	MRS1	IX	397273	398385	+	7
YIR022W	SEC11	IX	398733	399236	+	0
YIR023W	DAL81	IX	399777	402689	+	0
YIR024C	INA22	IX	402841	403491	-	0
YIR025W	MND2	IX	403659	404765	+	0
YIR026C	YVH1	IX	404873	405979	-	4
YIR027C	DAL1	IX	406260	407684	-	14
YIR029W	DAL2	IX	410786	411838	+	7
YIR030C	DCG1	IX	412036	412773	-	1
YIR031C	DAL7	IX	413015	414679	-	0
YIR033W	MGA2	IX	416124	419465	+	0
YIR034C	LYS1	IX	419615	420757	-	7
YIR035C	YIR035C	IX	421026	421790	-	0
YIR036C	IRC24	IX	422074	422886	-	7
YIR037W	HYR1	IX	423080	423619	+	16
YIR038C	GTT1	IX	423809	424516	-	1
YIR041W	PAU15	IX	433875	434303	+	18
YIR042C	YIR042C	IX	435273	435986	-	1
YJL001W	PRE3	X	435130	435926	+	11
YJL002C	OST1	X	433221	434651	-	0
YJL003W	COX16	X	432644	433000	+	0
YJL004C	SYS1	X	431589	432200	-	0
YJL006C	CTK2	X	423138	424124	-	5
YJL008C	CCT8	X	419957	421663	-	0
YJL010C	NOP9	X	417562	419574	-	4
YJL011C	RPC17	X	414285	414809	-	13
YJL012C	VTC4	X	411234	413399	-	0
YJL013C	MAD3	X	409493	411040	-	0
YJL014W	CCT3	X	407558	409162	+	0
YJL016W	TPH3	X	405471	407273	+	39
YJL019W	MPS3	X	402864	404945	+	11
YJL020C	BBC1	X	398937	402467	-	19
YJL023C	PET130	X	397355	398398	-	0
YJL024C	APS3	X	395931	396592	-	0
YJL025W	RRN7	X	393931	395511	+	12
YJL026W	RNR2	X	392377	393603	+	9
YJL029C	VPS53	X	388385	390898	-	15
YJL030W	MAD2	X	387645	388247	+	4
YJL031C	BET4	X	386368	387438	-	0
YJL033W	HCA4	X	383837	386149	+	0
YJL034W	KAR2	X	381315	383375	+	4
YJL035C	TAD2	X	380249	381001	-	0
YJL036W	SNX4	X	378789	380096	+	12
YJL038C	LOH1	X	375115	375780	-	2
YJL041W	NSP1	X	365784	368373	+	0
YJL042W	MHP1	X	361249	365445	+	0
YJL043W	YJL043W	X	360094	360903	+	12
YJL044C	GYP6	X	358300	359706	-	10
YJL045W	YJL045W	X	356021	357928	+	1
YJL046W	AIM22	X	352383	353615	+	1
YJL047C	RTT101	X	349580	352108	-	0
YJL047C-A	YJL047C-A	X	349044	349178	-	0
YJL048C	UBX6	X	347447	348646	-	3
YJL049W	CHM7	X	345973	347325	+	0
YJL050W	MTR4	X	342522	345743	+	0
YJL051W	IRC8	X	339745	342255	+	14
YJL052W	TDH1	X	338253	339269	+	6
YJL053W	PEP8	X	335886	337037	+	4
YJL054W	TIM54	X	334265	335701	+	0
YJL055W	YJL055W	X	333351	334094	+	2
YJL056C	ZAP1	X	330431	333073	-	0
YJL057C	IKS1	X	328118	330121	-	0
YJL058C	BIT61	X	326242	327876	-	1
YJL059W	YHC3	X	324964	326190	+	0
YJL060W	BNA3	X	323377	324720	+	3
YJL061W	NUP82	X	319980	322157	+	12
YJL062W	LAS21	X	317284	319776	+	0
YJL062W-A	COA3	X	316702	316980	+	7
YJL063C	MRPL8	X	315759	316475	-	0
YJL065C	DLS1	X	315054	315557	-	0
YJL069C	UTP18	X	310922	312706	-	0
YJL070C	YJL070C	X	307971	310652	-	5
YJL071W	ARG2	X	306129	307856	+	1
YJL072C	PSF2	X	305221	305862	-	0
YJL073W	JEM1	X	303085	305118	+	32
YJL074C	SMC3	X	299157	302858	-	3
YJL076W	NET1	X	295224	298814	+	7
YJL077W-A	YJL077W-A	X	294673	294885	+	42
YJL078C	PRY3	X	291336	293993	-	4
YJL079C	PRY1	X	289875	290777	-	1
YJL080C	SCP160	X	285558	289238	-	4
YJL081C	ARP4	X	283802	285286	-	5
YJL082W	IML2	X	281185	283380	+	0
YJL083W	TAX4	X	278841	280655	+	0
YJL084C	ALY2	X	274862	278053	-	17
YJL085W	EXO70	X	272758	274698	+	23
YJL087C	TRL1	X	270002	272485	-	0
YJL088W	ARG3	X	268799	269815	+	0
YJL089W	SIP4	X	265923	268415	+	1
YJL090C	DPB11	X	262757	265072	-	7
YJL092W	SRS2	X	257423	260947	+	0
YJL093C	TOK1	X	254737	256812	-	0
YJL094C	KHA1	X	251821	254454	-	4
YJL095W	BCK1	X	247228	251691	+	9
YJL096W	MRPL49	X	246451	246975	+	13
YJL099W	CHS6	X	239378	241654	+	12
YJL100W	LSB6	X	237263	239086	+	0
YJL101C	GSH1	X	234320	236356	-	0
YJL102W	MEF2	X	231289	233760	+	4
YJL103C	GSM1	X	229025	230914	-	11
YJL105W	SET4	X	224980	226737	+	25
YJL107C	YJL107C	X	218853	220028	-	4
YJL110C	GZF3	X	209922	211631	-	18
YJL111W	CCT7	X	207862	209529	+	5
YJL112W	MDV1	X	205302	207449	+	1
YJL115W	ASF1	X	196287	197126	+	0
YJL116C	NCA3	X	193860	194876	-	1
YJL117W	PHO86	X	192531	193466	+	0
YJL118W	YJL118W	X	191498	192298	+	47
YJL121C	RPE1	X	190374	191090	-	0
YJL122W	ALB1	X	189713	190243	+	1
YJL123C	MTC1	X	188004	189440	-	0
YJL124C	LSM1	X	187126	187707	-	21
YJL125C	GCD14	X	185528	186679	-	0
YJL126W	NIT2	X	184501	185424	+	0
YJL127C	SPT10	X	182298	184220	-	0
YJL127C-B	YJL127C-B	X	181551	181751	-	14
YJL128C	PBS2	X	178097	180103	-	0
YJL129C	TRK1	X	173599	177306	-	0
YJL131C	AIM23	X	164278	165363	-	5
YJL132W	YJL132W	X	161908	164166	+	2
YJL133C-A	YJL133C-A	X	159623	159847	-	0
YJL133W	MRS3	X	160592	161563	+	9
YJL134W	LCB3	X	158188	159417	+	0
YJL136C	RPS21B	X	156550	157273	-	0
YJL137C	GLG2	X	154985	156160	-	11
YJL138C	TIF2	X	153504	154709	-	6
YJL139C	YUR1	X	151713	153008	-	3
YJL140W	RPB4	X	150961	151626	+	0
YJL141C	YAK1	X	147967	150393	-	1
YJL143W	TIM17	X	147101	147577	+	0
YJL144W	YJL144W	X	146359	146673	+	0
YJL145W	SFH5	X	145145	146044	+	5
YJL146W	IDS2	X	143253	144701	+	13
YJL147C	MRX5	X	141419	142570	-	1
YJL148W	RPA34	X	140431	141138	+	2
YJL149W	DAS1	X	137328	139370	+	17
YJL151C	SNA3	X	136372	136773	-	0
YJL153C	INO1	X	134332	135933	-	0
YJL154C	VPS35	X	131101	133995	-	20
YJL155C	FBP26	X	129285	130643	-	0
YJL156C	SSY5	X	126853	128952	-	0
YJL157C	FAR1	X	123836	126328	-	0
YJL158C	CIS3	X	122265	122975	-	9
YJL159W	HSP150	X	120449	121690	+	0
YJL161W	FMP33	X	117239	117787	+	2
YJL162C	JJJ2	X	113878	115650	-	7
YJL163C	YJL163C	X	111666	113333	-	0
YJL164C	TPK1	X	109966	111174	-	5
YJL165C	HAL5	X	106894	109470	-	3
YJL166W	QCR8	X	106428	106718	+	2
YJL167W	ERG20	X	105014	106072	+	0
YJL168C	SET2	X	102227	104446	-	6
YJL170C	ASG7	X	101150	101836	-	19
YJL171C	TOH1	X	99704	100903	-	3
YJL172W	CPS1	X	97701	99467	+	12
YJL173C	RFA3	X	96161	96529	-	0
YJL174W	KRE9	X	95089	95922	+	1
YJL176C	SWI3	X	92053	94581	-	17
YJL177W	RPL17B	X	90771	91657	+	5
YJL178C	ATG27	X	89282	90121	-	8
YJL179W	PFD1	X	88775	89116	+	4
YJL180C	ATP12	X	87583	88560	-	0
YJL181W	RBH1	X	85657	87495	+	1
YJL183W	MNN11	X	84032	85336	+	12
YJL184W	GON7	X	83424	83819	+	8
YJL185C	ATG36	X	82095	83027	-	17
YJL186W	MNN5	X	80140	81915	+	5
YJL187C	SWE1	X	76803	79262	-	0
YJL189W	RPL39	X	75927	76474	+	2
YJL190C	RPS22A	X	74910	75311	-	3
YJL191W	RPS14B	X	73787	74611	+	0
YJL192C	SOP4	X	72710	73417	-	1
YJL193W	YJL193W	X	71363	72574	+	1
YJL194W	CDC6	X	69320	70879	+	6
YJL196C	ELO1	X	67850	68782	-	0
YJL197W	UBP12	X	63805	67569	+	0
YJL198W	PHO90	X	60841	63489	+	1
YJL199C	MBB1	X	59856	60182	-	0
YJL200C	ACO2	X	56444	58813	-	0
YJL201W	ECM25	X	54379	56178	+	0
YJL203W	PRP21	X	53341	54183	+	0
YJL204C	RCY1	X	50629	53160	-	3
YJL205C	NCE101	X	50139	50452	-	3
YJL206C	YJL206C	X	47659	49935	-	0
YJL208C	NUC1	X	40194	41186	-	1
YJL209W	CBP1	X	37975	39969	+	10
YJL210W	PEX2	X	36919	37734	+	0
YJL212C	OPT1	X	33850	36249	-	0
YJL213W	YJL213W	X	31929	33158	+	78
YJL217W	REE1	X	23133	23729	+	0
YJL218W	YJL218W	X	21973	22563	+	0
YJR001W	AVT1	X	436781	438610	+	7
YJR002W	MPP10	X	438835	440646	+	10
YJR003C	MRX12	X	440994	442556	-	1
YJR004C	SAG1	X	442909	444861	-	0
YJR005C-A	LSO1	X	448477	448758	-	0
YJR005W	APL1	X	445905	448025	+	6
YJR006W	POL31	X	449202	450665	+	0
YJR007W	SUI2	X	450939	451934	+	27
YJR008W	MHO1	X	452430	453446	+	0
YJR009C	TDH2	X	453683	454708	-	9
YJR010C-A	SPC1	X	458077	458361	-	0
YJR010W	MET3	X	456230	457774	+	3
YJR011C	YJR011C	X	458641	459426	-	0
YJR013W	GPI14	X	460382	461593	+	0
YJR014W	TMA22	X	461817	462425	+	4
YJR015W	YJR015W	X	462715	464253	+	2
YJR016C	ILV3	X	464451	466208	-	0
YJR017C	ESS1	X	466521	467033	-	0
YJR019C	TES1	X	467232	468287	-	2
YJR021C	REC107	X	468555	469579	-	0
YJR024C	MDE1	X	470230	470970	-	2
YJR025C	BNA1	X	471138	471671	-	0
YJR031C	GEA1	X	486586	490821	-	3
YJR032W	CPR7	X	491081	492262	+	0
YJR033C	RAV1	X	492378	496493	-	14
YJR034W	PET191	X	496650	497009	+	11
YJR035W	RAD26	X	497352	500612	+	1
YJR036C	HUL4	X	500713	503391	-	0
YJR040W	GEF1	X	507746	510085	+	0
YJR041C	URB2	X	510239	513811	-	16
YJR042W	NUP85	X	514040	516289	+	5
YJR043C	POL32	X	516461	517513	-	0
YJR044C	VPS55	X	518763	519203	-	6
YJR045C	SSC1	X	519638	521614	-	4
YJR046W	TAH11	X	522048	523862	+	0
YJR047C	ANB1	X	524908	525381	-	0
YJR048W	CYC1	X	526332	526664	+	1
YJR049C	UTR1	X	526884	528476	-	0
YJR050W	ISY1	X	528697	529404	+	0
YJR051W	OSM1	X	529840	531366	+	7
YJR052W	RAD7	X	532062	533759	+	0
YJR053W	BFA1	X	534009	535751	+	6
YJR054W	KCH1	X	536029	537549	+	9
YJR055W	HIT1	X	538766	539266	+	2
YJR056C	YJR056C	X	541792	542514	-	4
YJR057W	CDC8	X	544062	544712	+	0
YJR058C	APS2	X	544732	545184	-	3
YJR059W	PTK2	X	545784	548243	+	1
YJR060W	CBF1	X	548732	549814	+	9
YJR062C	NTA1	X	553476	554849	-	0
YJR063W	RPA12	X	555189	555572	+	2
YJR064W	CCT5	X	555908	557602	+	2
YJR065C	ARP3	X	557809	559158	-	0
YJR067C	YAE1	X	567019	567450	-	2
YJR068W	RFC2	X	567643	568704	+	0
YJR069C	HAM1	X	568806	569414	-	5
YJR070C	LIA1	X	569621	570598	-	0
YJR072C	NPA3	X	570967	572124	-	0
YJR073C	OPI3	X	572315	572935	-	0
YJR074W	MOG1	X	573035	573751	+	20
YJR075W	HOC1	X	573978	575171	+	1
YJR076C	CDC11	X	575354	576601	-	0
YJR077C	MIR1	X	577255	578211	-	7
YJR078W	BNA2	X	578812	580221	+	16
YJR080C	AIM24	X	580432	581619	-	1
YJR082C	EAF6	X	581914	582255	-	0
YJR083C	ACF4	X	582608	583552	-	5
YJR084W	YJR084W	X	583730	585004	+	1
YJR085C	YJR085C	X	585120	585437	-	0
YJR086W	STE18	X	586047	586400	+	7
YJR088C	EMC2	X	586495	587373	-	0
YJR089W	BIR1	X	587667	590582	+	17
YJR090C	GRR1	X	590872	594375	-	16
YJR091C	JSN1	X	595061	598375	-	13
YJR092W	BUD4	X	598735	603078	+	0
YJR093C	FIP1	X	603220	604203	-	0
YJR094C	IME1	X	604569	605672	-	7
YJR094W-A	RPL43B	X	608305	608858	+	0
YJR095W	SFC1	X	609773	610741	+	0
YJR096W	YJR096W	X	611180	612043	+	5
YJR097W	JJJ3	X	612413	612931	+	0
YJR098C	YJR098C	X	613186	615171	-	5
YJR099W	YUH1	X	615576	616286	+	0
YJR100C	AIM25	X	616351	617334	-	0
YJR101W	RSM26	X	618210	619034	+	8
YJR102C	VPS25	X	619157	619768	-	1
YJR103W	URA8	X	620754	622490	+	0
YJR104C	SOD1	X	622550	623017	-	1
YJR105W	ADO1	X	623578	624603	+	1
YJR107W	LIH1	X	627220	628326	+	40
YJR109C	CPA2	X	629585	632968	-	9
YJR110W	YMR1	X	633594	635681	+	7
YJR111C	PXP2	X	635855	636715	-	3
YJR112W	NNF1	X	637030	637635	+	0
YJR112W-A	YJR112W-A	X	637757	638168	+	11
YJR113C	RSM7	X	638232	639023	-	16
YJR115W	YJR115W	X	639936	640451	+	2
YJR116W	TDA4	X	640810	641664	+	5
YJR117W	STE24	X	641983	643368	+	8
YJR118C	ILM1	X	643490	644116	-	5
YJR119C	JHD2	X	644304	646517	-	9
YJR121W	ATP2	X	647595	649142	+	4
YJR122W	IBA57	X	649716	651269	+	20
YJR123W	RPS5	X	651892	652578	+	3
YJR124C	YJR124C	X	652892	654238	-	0
YJR125C	ENT3	X	654737	655975	-	4
YJR126C	VPS70	X	656254	658689	-	0
YJR129C	EFM3	X	664000	665043	-	8
YJR130C	STR2	X	665218	667137	-	0
YJR131W	MNS1	X	667644	669293	+	0
YJR132W	NMD5	X	669510	672668	+	4
YJR133W	XPT1	X	672964	673620	+	9
YJR134C	SGM1	X	673729	675852	-	0
YJR135C	MCM22	X	676059	676778	-	0
YJR135W-A	TIM8	X	676953	677234	+	6
YJR136C	TTI2	X	677441	678706	-	0
YJR138W	IML1	X	684567	689321	+	0
YJR139C	HOM6	X	689445	690524	-	0
YJR141W	IPA1	X	695903	696949	+	1
YJR142W	YJR142W	X	697141	698169	+	0
YJR143C	PMT4	X	698326	700614	-	0
YJR144W	MGM101	X	700879	701691	+	1
YJR145C	RPS4A	X	702027	703068	-	0
YJR147W	HMS2	X	704187	705272	+	3
YJR148W	BAT2	X	705720	706874	+	8
YJR149W	YJR149W	X	707160	708374	+	0
YJR150C	DAN1	X	708811	709719	-	4
YJR151C	DAN4	X	712255	715794	-	18
YJR152W	DAL5	X	719666	721297	+	0
YJR153W	PGU1	X	722815	723900	+	0
YJR154W	YJR154W	X	725763	726824	+	7
YJR155W	AAD10	X	727393	728271	+	4
YKL001C	MET14	XI	438777	439418	-	11
YKL002W	DID4	XI	437778	438544	+	0
YKL003C	MRP17	XI	437097	437492	-	0
YKL004W	AUR1	XI	435466	436785	+	38
YKL005C	BYE1	XI	433093	434880	-	1
YKL006C-A	SFT1	XI	430198	430647	-	5
YKL006W	RPL14A	XI	431906	432720	+	0
YKL007W	CAP1	XI	429302	430108	+	0
YKL008C	LAC1	XI	427295	428551	-	0
YKL009W	MRT4	XI	426239	426952	+	1
YKL010C	UFD4	XI	421424	425875	-	0
YKL012W	PRP40	XI	418283	420061	+	9
YKL013C	ARC19	XI	417508	418023	-	0
YKL015W	PUT3	XI	408508	411483	+	12
YKL016C	ATP7	XI	407465	407989	-	0
YKL017C	HCS1	XI	405190	407241	-	0
YKL018C-A	YKL018C-A	XI	403580	403897	-	6
YKL018W	SWD2	XI	404102	405091	+	0
YKL019W	RAM2	XI	402568	403518	+	0
YKL020C	SPT23	XI	398832	402113	-	11
YKL023W	YKL023W	XI	393721	394554	+	0
YKL024C	URA6	XI	392526	393149	-	3
YKL025C	PAN3	XI	390240	392279	-	0
YKL026C	GPX1	XI	389380	389886	-	1
YKL027W	TCD2	XI	387535	388905	+	9
YKL028W	TFA1	XI	385758	387206	+	0
YKL029C	MAE1	XI	382716	384725	-	0
YKL032C	IXR1	XI	380065	381885	-	9
YKL033W	TTI1	XI	375432	378572	+	8
YKL033W-A	YKL033W-A	XI	374502	375215	+	1
YKL034W	TUL1	XI	371829	374105	+	0
YKL035W	UGP1	XI	369873	371390	+	6
YKL038W	RGT1	XI	365464	369117	+	47
YKL039W	PTM1	XI	362622	364193	+	0
YKL040C	NFU1	XI	361058	361828	-	0
YKL041W	VPS24	XI	360125	360817	+	6
YKL042W	SPC42	XI	358475	359566	+	0
YKL044W	MMO1	XI	356217	356642	+	35
YKL045W	PRI2	XI	353493	355079	+	0
YKL046C	DCW1	XI	351275	352699	-	25
YKL047W	ANR2	XI	349463	351013	+	0
YKL048C	ELM1	XI	347214	349136	-	0
YKL049C	CSE4	XI	346075	346770	-	2
YKL051W	SFK1	XI	341291	342373	+	7
YKL052C	ASK1	XI	339668	340558	-	4
YKL054C	DEF1	XI	336537	338810	-	19
YKL055C	OAR1	XI	335321	336181	-	8
YKL057C	NUP120	XI	330856	333972	-	1
YKL058W	TOA2	XI	330166	330534	+	0
YKL059C	MPE1	XI	328118	329443	-	0
YKL060C	FBA1	XI	326408	327496	-	3
YKL061W	BLI1	XI	325765	326112	+	2
YKL062W	MSN4	XI	323168	325120	+	20
YKL063C	YKL063C	XI	321015	321533	-	5
YKL064W	MNR2	XI	317764	320673	+	0
YKL065C	YET1	XI	316437	317072	-	5
YKL065W-A	YKL065W-A	XI	315951	316175	+	1
YKL067W	YNK1	XI	314797	315273	+	5
YKL068W	NUP100	XI	310175	313078	+	8
YKL068W-A	YKL068W-A	XI	309173	309442	+	11
YKL072W	STB6	XI	299558	301882	+	8
YKL073W	LHS1	XI	296391	299075	+	13
YKL074C	MUD2	XI	294610	296199	-	2
YKL077W	YKL077W	XI	291450	292631	+	1
YKL078W	DHR2	XI	288821	291052	+	8
YKL079W	SMY1	XI	286570	288573	+	11
YKL080W	VMA5	XI	285030	286208	+	0
YKL081W	TEF4	XI	282867	284455	+	8
YKL082C	RRP14	XI	281025	282329	-	0
YKL084W	HOT13	XI	280509	280859	+	0
YKL085W	MDH1	XI	279042	280127	+	27
YKL087C	CYT2	XI	277189	277896	-	11
YKL088W	CAB3	XI	275283	276998	+	0
YKL089W	MIF2	XI	273394	275043	+	0
YKL090W	CUE2	XI	271878	273209	+	0
YKL091C	YKL091C	XI	269718	270650	-	0
YKL092C	BUD2	XI	266145	269459	-	0
YKL093W	MBR1	XI	264789	265808	+	0
YKL094W	YJU3	XI	263349	264290	+	0
YKL095W	YJU2	XI	262277	263113	+	0
YKL096W	CWP1	XI	261105	261851	+	9
YKL096W-A	CWP2	XI	259226	259531	+	9
YKL098W	MTC2	XI	256764	257843	+	2
YKL100C	YPF1	XI	253697	255463	-	1
YKL101W	HSL1	XI	248920	253476	+	0
YKL102C	YKL102C	XI	248062	248367	-	0
YKL103C	APE1	XI	246138	247724	-	14
YKL104C	GFA1	XI	243220	245397	-	8
YKL105C	SEG2	XI	239185	242598	-	5
YKL106W	AAT1	XI	237473	238891	+	21
YKL107W	YKL107W	XI	236141	237070	+	0
YKL108W	SLD2	XI	234426	235787	+	0
YKL109W	HAP4	XI	232224	233891	+	1
YKL110C	KTI12	XI	228939	229913	-	11
YKL112W	ABF1	XI	226465	228765	+	35
YKL113C	RAD27	XI	224727	225875	-	0
YKL114C	APN1	XI	223352	224485	-	10
YKL116C	PRR1	XI	221344	222909	-	3
YKL117W	SBA1	XI	220315	220974	+	3
YKL119C	VPH2	XI	218570	219217	-	0
YKL121W	DGR2	XI	214076	216700	+	22
YKL122C	SRP21	XI	212495	213013	-	5
YKL124W	SSH4	XI	210593	212332	+	0
YKL125W	RRN3	XI	208223	210130	+	8
YKL126W	YPK1	XI	205620	207749	+	29
YKL127W	PGM1	XI	203541	205253	+	0
YKL128C	PMU1	XI	200884	201801	-	10
YKL129C	MYO3	XI	196349	200167	-	0
YKL130C	SHE2	XI	195288	196061	-	11
YKL132C	RMA1	XI	193574	194896	-	10
YKL133C	YKL133C	XI	191679	193070	-	0
YKL134C	OCT1	XI	189124	191469	-	9
YKL135C	APL2	XI	186460	188640	-	0
YKL137W	CMC1	XI	185927	186292	+	10
YKL138C	MRPL31	XI	185286	185741	-	20
YKL138C-A	HSK3	XI	184803	185027	-	5
YKL139W	CTK1	XI	182805	184544	+	51
YKL140W	TGL1	XI	180764	182425	+	5
YKL141W	SDH3	XI	179664	180263	+	1
YKL142W	MRP8	XI	178497	179174	+	6
YKL143W	LTV1	XI	176775	178172	+	2
YKL144C	RPC25	XI	175843	176508	-	9
YKL145W	RPT1	XI	174213	175616	+	0
YKL146W	AVT3	XI	171762	173861	+	7
YKL148C	SDH1	XI	169207	171156	-	9
YKL149C	DBR1	XI	167612	168841	-	4
YKL150W	MCR1	XI	166523	167452	+	7
YKL151C	NNR2	XI	164917	165930	-	0
YKL152C	GPM1	XI	163642	164388	-	1
YKL154W	SRP102	XI	161538	162335	+	21
YKL155C	RSM22	XI	159456	161342	-	0
YKL156W	RPS27A	XI	158613	159212	+	0
YKL157W	APE2	XI	154982	158232	+	3
YKL159C	RCN1	XI	153816	154457	-	2
YKL160W	ELF1	XI	153269	153706	+	0
YKL161C	KDX1	XI	149386	150687	-	0
YKL162C	YKL162C	XI	147630	148838	-	0
YKL163W	PIR3	XI	144401	145378	+	0
YKL164C	PIR1	XI	141794	142819	-	0
YKL165C	MCD4	XI	137932	140691	-	0
YKL166C	TPK3	XI	134509	135759	-	18
YKL167C	MRP49	XI	133721	134134	-	0
YKL168C	KKQ8	XI	131288	133462	-	0
YKL170W	MRPL38	XI	130634	131050	+	0
YKL171W	NNK1	XI	127427	130261	+	16
YKL172W	EBP2	XI	125759	127042	+	0
YKL173W	SNU114	XI	122517	125543	+	0
YKL174C	TPO5	XI	120380	122236	-	0
YKL175W	ZRT3	XI	118769	120304	+	8
YKL178C	STE3	XI	113215	114639	-	4
YKL179C	COY1	XI	110464	112503	-	0
YKL180W	RPL17A	XI	109263	110129	+	2
YKL181W	PRS1	XI	107310	108599	+	2
YKL183W	LOT5	XI	98673	99641	+	16
YKL184W	SPE1	XI	96739	98157	+	6
YKL185W	ASH1	XI	94472	96265	+	9
YKL188C	PXA2	XI	86225	88786	-	0
YKL189W	HYM1	XI	84635	85903	+	23
YKL190W	CNB1	XI	82923	83550	+	8
YKL191W	DPH2	XI	81035	82639	+	0
YKL192C	ACP1	XI	80160	80537	-	0
YKL193C	SDS22	XI	78866	79894	-	4
YKL194C	MST1	XI	77258	78658	-	4
YKL195W	MIA40	XI	75794	77032	+	9
YKL196C	YKT6	XI	74932	75576	-	14
YKL197C	PEX1	XI	70734	73877	-	4
YKL198C	PTK1	XI	68232	70268	-	16
YKL201C	MNN4	XI	63930	67466	-	0
YKL204W	EAP1	XI	53704	55602	+	0
YKL205W	LOS1	XI	50051	53353	+	0
YKL206C	ADD66	XI	49006	49809	-	0
YKL207W	EMC3	XI	48107	48955	+	29
YKL208W	CBT1	XI	47157	47972	+	0
YKL210W	UBA1	XI	39157	42237	+	2
YKL211C	TRP3	XI	36699	38204	-	17
YKL212W	SAC1	XI	34525	36414	+	6
YKL213C	DOA1	XI	31960	34116	-	3
YKL214C	YRA2	XI	31082	31708	-	5
YKL215C	OXP1	XI	26827	30732	-	15
YKL216W	URA1	XI	25215	26159	+	0
YKL218C	SRY1	XI	17359	18339	-	0
YKL220C	FRE2	XI	9091	11235	-	3
YKL221W	MCH2	XI	6092	7528	+	5
YKL222C	YKL222C	XI	3503	5620	-	0
YKR001C	VPS1	XI	440608	442755	-	11
YKR002W	PAP1	XI	443229	444938	+	1
YKR003W	OSH6	XI	445339	446727	+	14
YKR004C	ECM9	XI	446799	448060	-	8
YKR005C	YKR005C	XI	448521	450173	-	2
YKR006C	MRPL13	XI	450423	451223	-	2
YKR007W	MEH1	XI	451434	451988	+	0
YKR008W	RSC4	XI	452186	454078	+	5
YKR009C	FOX2	XI	454352	457054	-	0
YKR010C	TOF2	XI	458924	461239	-	0
YKR011C	YKR011C	XI	461635	462696	-	0
YKR013W	PRY2	XI	463935	464948	+	8
YKR014C	YPT52	XI	465367	466071	-	0
YKR016W	MIC60	XI	469717	471339	+	0
YKR017C	HEL1	XI	471694	473349	-	0
YKR018C	YKR018C	XI	473723	475921	-	7
YKR019C	IRS4	XI	476216	478063	-	0
YKR020W	VPS51	XI	478338	478832	+	0
YKR021W	ALY1	XI	479189	481981	+	15
YKR022C	NTR2	XI	482171	483193	-	18
YKR023W	YKR023W	XI	483416	485011	+	1
YKR024C	DBP7	XI	485144	487399	-	9
YKR025W	RPC37	XI	487770	488618	+	0
YKR026C	GCN3	XI	488738	489655	-	0
YKR027W	BCH2	XI	491283	493661	+	27
YKR028W	SAP190	XI	494236	497358	+	7
YKR029C	SET3	XI	497578	499836	-	1
YKR030W	GMH1	XI	500270	501103	+	4
YKR035W-A	DID2	XI	507939	508553	+	0
YKR036C	CAF4	XI	508702	510663	-	10
YKR037C	SPC34	XI	510910	511797	-	0
YKR038C	KAE1	XI	511999	513159	-	0
YKR039W	GAP1	XI	515063	516871	+	0
YKR042W	UTH1	XI	519341	520624	+	62
YKR043C	SHB17	XI	520897	521712	-	0
YKR044W	UIP5	XI	522012	523346	+	1
YKR045C	YKR045C	XI	523418	523993	-	8
YKR046C	PET10	XI	524223	525077	-	1
YKR048C	NAP1	XI	525387	526643	-	1
YKR049C	FMP46	XI	526830	527231	-	0
YKR050W	TRK2	XI	527815	530484	+	0
